tick;traderType;traderName;bidType;offeredPrice;clearedPrice;offeredQuantity;assignedQuantity
-91;FlexPowerplant2;MOABIT GT 3;EnergySupplyMustRun;112,34;25,61;2,25;0;
-91;FlexPowerplant2;MOABIT GT 2;EnergySupplyMustRun;112,34;25,61;2,25;0;
-91;FlexPowerplant2;FLINGERN GT 1;EnergySupplyMustRun;112,38;25,61;9,75;0;
-91;FlexPowerplant2;ALTBACH-I GT 2;EnergySupplyMustRun;112,42;25,61;9,5;0;
-91;FlexPowerplant2;GTKW DARMSTADT GT 1;EnergySupply;113,14;25,61;8,25;0;
-91;FlexPowerplant2;GTKW DARMSTADT GT 2;EnergySupply;113,14;25,61;8,25;0;
-91;FlexPowerplant2;WEDEL GT 1;EnergySupplyMustRun;113,15;25,61;6,5;0;
-91;FlexPowerplant2;WEDEL GT 2;EnergySupplyMustRun;113,15;25,61;6,5;0;
-91;FlexPowerplant2;MUNSTER NEUBAU GT 3;EnergySupplyMustRun;115,85;25,61;3;0;
-91;FlexPowerplant2;MUNSTER NEUBAU GT 2;EnergySupplyMustRun;115,85;25,61;3;0;
-91;FlexPowerplant2;MUNSTER NEUBAU GT 1;EnergySupplyMustRun;115,85;25,61;3;0;
-91;FlexPowerplant2;HERRENHAUSEN-II NO 1;EnergySupply;117,67;25,61;12,5;0;
-91;FlexPowerplant2;AUGSBURG OST GT 1;EnergySupply;118,26;25,61;5,25;0;
-91;FlexPowerplant2;ITZEHOE PEAK GT 5;EnergySupplyMustRun;118,35;25,61;2;0;
-91;FlexPowerplant2;ITZEHOE PEAK GT 4;EnergySupplyMustRun;118,35;25,61;2;0;
-91;FlexPowerplant2;ITZEHOE PEAK GT 3;EnergySupplyMustRun;118,35;25,61;2;0;
-91;FlexPowerplant2;ITZEHOE PEAK GT 2;EnergySupplyMustRun;118,35;25,61;2;0;
-91;FlexPowerplant2;ITZEHOE PEAK GT 1;EnergySupplyMustRun;118,35;25,61;2;0;
-91;FlexPowerplant2;ITZEHOE PEAK GT 6;EnergySupplyMustRun;118,35;25,61;2;0;
-91;FlexPowerplant2;FRANKEN-I NO 2;EnergySupply;122,92;25,61;55;0;
-91;FlexPowerplant2;LAUSWARD E;EnergySupply;122,92;25,61;37,5;0;
-91;FlexPowerplant2;ALTBACH-II GT 1;EnergySupply;123,57;25,61;11,25;0;
-91;FlexPowerplant2;WOLFEN ENVIA GT 1;EnergySupply;123,57;25,61;7;0;
-91;FlexPowerplant2;LEUNA REFINERY S2;EnergySupply;123,9;25,61;6,75;0;
-91;FlexPowerplant2;LEUNA REFINERY S3;EnergySupply;123,9;25,61;6;0;
-91;FlexPowerplant2;LEUNA REFINERY S1;EnergySupply;123,9;25,61;5,25;0;
-91;FlexPowerplant2;BRANDENBURG HAVEL GT 2;EnergySupply;123,9;25,61;3,25;0;
-91;FlexPowerplant2;BRANDENBURG HAVEL GT 1;EnergySupply;123,9;25,61;3,25;0;
-91;FlexPowerplant2;AHRENSFELDE GT F4;EnergySupply;126,25;25,61;6,75;0;
-91;FlexPowerplant2;HKW WEST GT 1;EnergySupply;126,59;25,61;17,25;0;
-91;FlexPowerplant2;THYROW GT E7;EnergySupply;129,41;25,61;6,75;0;
-91;FlexPowerplant2;THYROW GT E6;EnergySupply;129,41;25,61;6,75;0;
-91;FlexPowerplant2;THYROW GT E5;EnergySupply;129,41;25,61;6,75;0;
-91;FlexPowerplant2;AHRENSFELDE GT F1;EnergySupply;129,41;25,61;6,75;0;
-91;FlexPowerplant2;THYROW GT E8;EnergySupply;129,41;25,61;6,75;0;
-91;FlexPowerplant2;AHRENSFELDE GT F2;EnergySupply;129,41;25,61;6,75;0;
-91;FlexPowerplant2;AHRENSFELDE GT F3;EnergySupply;129,77;25,61;6,75;0;
-91;FlexPowerplant2;WERNE (GERSTEIN K) GT 1;EnergySupply;132,74;25,61;19,5;0;
-91;FlexPowerplant2;CHEMNITZ NORD-II NO 1;EnergySupply;132,74;25,61;11,75;0;
-91;FlexPowerplant2;THYROW GT E4;EnergySupply;132,74;25,61;6,5;0;
-91;FlexPowerplant2;THYROW GT E3;EnergySupply;132,74;25,61;6,5;0;
-91;FlexPowerplant2;THYROW GT E2;EnergySupply;132,74;25,61;6,5;0;
-91;FlexPowerplant2;THYROW GT E1;EnergySupply;132,74;25,61;6,5;0;
-91;FlexPowerplant2;HUNTORF CAES GT 4;EnergySupply;143;25,61;9;0;
-91;FlexPowerplant2;HUNTORF CAES GT 3;EnergySupply;143;25,61;9;0;
-91;FlexPowerplant2;HUNTORF CAES GT 2;EnergySupply;143;25,61;9;0;
-91;FlexPowerplant2;HUNTORF CAES GT 1;EnergySupply;143;25,61;9;0;
-91;FlexPowerplant2;UMMELN GT 1;EnergySupply;143;25,61;7,5;0;
-91;FlexPowerplant2;IRSCHING 3;EnergySupply;143,89;25,61;55;0;
-91;FlexPowerplant2;LICHTERFELDE 3;EnergySupply;143,89;25,61;18,75;0;
-91;FlexPowerplant2;MITTELSBUREN GT 3;EnergySupply;143,89;25,61;10;0;
-91;FlexPowerplant2;CHARLOTTENBURG GT 1;EnergySupply;143,89;25,61;8,75;0;
-91;FlexPowerplant2;CHARLOTTENBURG GT 2;EnergySupply;143,89;25,61;8,75;0;
-91;FlexPowerplant2;LAUSWARD E GT 2;EnergySupply;143,89;25,61;7,75;0;
-91;FlexPowerplant2;LAUSWARD E GT 1;EnergySupply;143,89;25,61;7,75;0;
-91;FlexPowerplant2;GERSTEINWERK G GT 1;EnergySupply;143,89;25,61;7;0;
-91;FlexPowerplant2;FRIEDRICHSTRASSE NEW GT 1;EnergySupply;147,58;25,61;4,25;0;
-91;FlexPowerplant2;OBERHAUSEN GT 1;EnergySupply;147,58;25,61;4,25;0;
-90;TotalLoad;totalload;EnergyDemand;3000;25,61;10314;10314;
-90;TotalLoad;renewables;EnergySupply;-3000;25,61;1351,25;1351,25;
-90;FlexPowerplant2;DESSAU S1;EnergySupplyMustRun;-202,87;25,61;3;3;
-90;FlexPowerplant2;DESSAU S2;EnergySupplyMustRun;-202,87;25,61;3;3;
-90;FlexPowerplant2;MOORBURG-A;EnergySupplyMustRun;-197,83;25,61;54;54;
-90;FlexPowerplant2;MOORBURG-B;EnergySupplyMustRun;-197,83;25,61;54;54;
-90;FlexPowerplant2;WESTFALEN-D;EnergySupplyMustRun;-196,68;25,61;51,25;51,25;
-90;FlexPowerplant2;RDK (KARLSRUHE) 8;EnergySupplyMustRun;-196,6;25,61;57;57;
-90;FlexPowerplant2;WESTFALEN-E;EnergySupplyMustRun;-196,6;25,61;51,25;51,25;
-90;FlexPowerplant2;WILHELMSHAVEN-C;EnergySupplyMustRun;-196,6;25,61;50;50;
-90;FlexPowerplant2;LUNEN-4 NO 1;EnergySupplyMustRun;-196,51;25,61;47;47;
-90;FlexPowerplant2;GKM 9;EnergySupplyMustRun;-196,5;25,61;57;57;
-90;FlexPowerplant2;WALSUM-10;EnergySupplyMustRun;-196,17;25,61;49,5;49,5;
-90;FlexPowerplant2;BREMEN-HAFEN 6;EnergySupplyMustRun;-195,21;25,61;20,75;20,75;
-90;FlexPowerplant2;ALTBACH-II NO 1;EnergySupplyMustRun;-194,69;25,61;21,75;21,75;
-90;FlexPowerplant2;REUTER WEST B;EnergySupplyMustRun;-192,65;25,61;18,75;18,75;
-90;FlexPowerplant2;VOERDE B;EnergySupplyMustRun;-192,28;25,61;47,5;47,5;
-90;FlexPowerplant2;ROMERBRUCKE 2;EnergySupplyMustRun;-191,78;25,61;3,5;3,5;
-90;FlexPowerplant2;VOERDE A;EnergySupplyMustRun;-191,49;25,61;47,5;47,5;
-90;FlexPowerplant2;NEURATH F;EnergySupplyMustRun;-191,25;25,61;196;196;
-90;FlexPowerplant2;NEURATH G;EnergySupplyMustRun;-191,25;25,61;196;196;
-90;FlexPowerplant2;RDK (KARLSRUHE) 7;EnergySupplyMustRun;-191,14;25,61;34,5;34,5;
-90;FlexPowerplant2;BOXBERG R;EnergySupplyMustRun;-190,89;25,61;118;118;
-90;FlexPowerplant2;NIEDERAUSSEM K;EnergySupplyMustRun;-190,7;25,61;177;177;
-90;FlexPowerplant2;LIPPENDORF R;EnergySupplyMustRun;-190,65;25,61;163,25;163,25;
-90;FlexPowerplant2;LIPPENDORF S;EnergySupplyMustRun;-190,6;25,61;163,25;163,25;
-90;FlexPowerplant2;BERGKAMEN A;EnergySupplyMustRun;-190,44;25,61;48,5;48,5;
-90;FlexPowerplant2;COTTBUS CHP S1;EnergySupplyMustRun;-190,42;25,61;8,5;8,5;
-90;FlexPowerplant2;REUTER WEST A;EnergySupplyMustRun;-190,36;25,61;18,75;18,75;
-90;FlexPowerplant2;BOXBERG Q;EnergySupplyMustRun;-190,14;25,61;158,75;158,75;
-90;FlexPowerplant2;SCHKOPAU-II A;EnergySupplyMustRun;-190,13;25,61;84;84;
-90;FlexPowerplant2;SCHKOPAU-II B;EnergySupplyMustRun;-190,13;25,61;84;84;
-90;FlexPowerplant2;SCHWARZE PUMPE A;EnergySupplyMustRun;-190,03;25,61;140;140;
-90;FlexPowerplant2;SCHWARZE PUMPE B;EnergySupplyMustRun;-189,98;25,61;140;140;
-90;FlexPowerplant2;WEIHER 3;EnergySupplyMustRun;-189,06;25,61;44,25;44,25;
-90;FlexPowerplant2;JANSCHWALDE D;EnergySupplyMustRun;-188,98;25,61;87,5;87,5;
-90;FlexPowerplant2;JANSCHWALDE E;EnergySupplyMustRun;-188,87;25,61;87,5;87,5;
-90;FlexPowerplant2;JANSCHWALDE F;EnergySupplyMustRun;-188,87;25,61;87,5;87,5;
-90;FlexPowerplant2;JANSCHWALDE B;EnergySupplyMustRun;-188,53;25,61;87,5;87,5;
-90;FlexPowerplant2;JANSCHWALDE C;EnergySupplyMustRun;-188,48;25,61;87,5;87,5;
-90;FlexPowerplant2;JANSCHWALDE A;EnergySupplyMustRun;-187,94;25,61;87,5;87,5;
-90;FlexPowerplant2;ROMERBRUCKE 3;EnergySupplyMustRun;-187,56;25,61;2,25;2,25;
-90;FlexPowerplant2;WEST (VOERDE) 1;EnergySupplyMustRun;-187,41;25,61;22,25;22,25;
-90;FlexPowerplant2;WEST (VOERDE) 2;EnergySupplyMustRun;-187,41;25,61;22,25;22,25;
-90;FlexPowerplant2;REUTER C;EnergySupplyMustRun;-186,29;25,61;8,25;8,25;
-90;FlexPowerplant2;MERKENICH (NORD) 2;EnergySupplyMustRun;-182,62;25,61;1,5;1,5;
-90;FlexPowerplant2;MERKENICH (NORD) 3;EnergySupplyMustRun;-177,77;25,61;3,75;3,75;
-90;FlexPowerplant2;COTTBUS CHP S2;EnergySupplyMustRun;-169,22;25,61;3,25;3,25;
-90;FlexPowerplant2;KARLSRUHE WEST 4;EnergySupplyMustRun;-113,65;25,61;1,5;1,5;
-90;FlexPowerplant2;ULM 3;EnergySupplyMustRun;-110,91;25,61;1,5;1,5;
-90;FlexPowerplant2;GKM 6;EnergySupplyMustRun;-108,67;25,61;28;28;
-90;FlexPowerplant2;ROSTOCK 1;EnergySupplyMustRun;-108,16;25,61;55,25;55,25;
-90;FlexPowerplant2;FLENSBURG 09;EnergySupplyMustRun;-108,12;25,61;3,5;3,5;
-90;FlexPowerplant2;FLENSBURG 10;EnergySupplyMustRun;-107,92;25,61;3,5;3,5;
-90;FlexPowerplant2;WERNE (GERSTEIN K) 1;EnergySupplyMustRun;-107,01;25,61;67;67;
-90;FlexPowerplant2;STAUDINGER 5;EnergySupplyMustRun;-106,29;25,61;51;51;
-90;FlexPowerplant2;GKM 8;EnergySupplyMustRun;-106,29;25,61;48;48;
-90;FlexPowerplant2;MUNCHEN NORD 1;EnergySupplyMustRun;-106,29;25,61;39;39;
-90;FlexPowerplant2;TIEFSTACK ERSATZ 1;EnergySupplyMustRun;-106,29;25,61;18;18;
-90;FlexPowerplant2;KASSEL SWEW 1;EnergySupplyMustRun;-106,19;25,61;3,5;3,5;
-90;FlexPowerplant2;FLENSBURG 11;EnergySupplyMustRun;-105,91;25,61;3,75;3,75;
-90;FlexPowerplant2;WALSUM 09;EnergySupplyMustRun;-105,74;25,61;41;41;
-90;FlexPowerplant2;HERNE 4;EnergySupplyMustRun;-105,65;25,61;50;50;
-90;FlexPowerplant2;GKH HANNOVER 2;EnergySupplyMustRun;-105,65;25,61;15;15;
-90;FlexPowerplant2;GKH HANNOVER 1;EnergySupplyMustRun;-105,65;25,61;15;15;
-90;FlexPowerplant2;HASTEDT 15;EnergySupplyMustRun;-105,65;25,61;13;13;
-90;FlexPowerplant2;PFORZHEIM-III NO 1;EnergySupplyMustRun;-105,65;25,61;3;3;
-90;FlexPowerplant2;FENNE-C NO 1;EnergySupplyMustRun;-105,31;25,61;21,25;21,25;
-90;FlexPowerplant2;IBBENBUREN-B NO 1;EnergySupplyMustRun;-105,07;25,61;80,75;80,75;
-90;FlexPowerplant2;HEILBRONN 7;EnergySupplyMustRun;-104,98;25,61;76;76;
-90;FlexPowerplant2;ALTBACH-I NO 5;EnergySupplyMustRun;-104,98;25,61;46;46;
-90;FlexPowerplant2;HEYDEN 4;EnergySupplyMustRun;-104,94;25,61;91;91;
-90;FlexPowerplant2;ELBERFELD 2;EnergySupplyMustRun;-104,94;25,61;10,25;10,25;
-90;FlexPowerplant2;MOABIT 3;EnergySupplyMustRun;-104,85;25,61;10,25;10,25;
-90;FlexPowerplant2;ZOLLING 5;EnergySupplyMustRun;-104,67;25,61;47,5;47,5;
-90;FlexPowerplant2;GKM 7;EnergySupplyMustRun;-104,18;25,61;47,5;47,5;
-90;FlexPowerplant2;WERDOHL-ELVERLINGSEN E4;EnergySupplyMustRun;-104,18;25,61;31,5;31,5;
-90;FlexPowerplant2;FENNE-B NO 1;EnergySupplyMustRun;-104,18;25,61;19,5;19,5;
-90;FlexPowerplant2;BEXBACH C 1;EnergySupplyMustRun;-104,18;25,61;77,25;77,25;
-90;FlexPowerplant2;BUER 1;EnergySupplyMustRun;-104,1;25,61;8,25;8,25;
-90;FlexPowerplant2;HKW WEST 3;EnergySupplyMustRun;-103,58;25,61;7;7;
-90;FlexPowerplant2;HKW WEST 2;EnergySupplyMustRun;-103,58;25,61;7;7;
-90;FlexPowerplant2;HKW OFFENBACH 1;EnergySupplyMustRun;-103,51;25,61;6,5;6,5;
-90;FlexPowerplant2;SCHOLVEN F;EnergySupplyMustRun;-103,36;25,61;74;74;
-90;FlexPowerplant2;MEHRUM 1;EnergySupplyMustRun;-103,26;25,61;75,25;75,25;
-90;FlexPowerplant2;MUNSTER NEUBAU 25;EnergySupplyMustRun;-103,14;25,61;7;7;
-90;FlexPowerplant2;BOCHUM 3R;EnergySupplyMustRun;-103,01;25,61;1,5;1,5;
-90;FlexPowerplant2;WILHELMSHAVEN A;EnergySupplyMustRun;-102,38;25,61;77;77;
-90;FlexPowerplant2;KARLSRUHE WEST 3;EnergySupplyMustRun;-102,27;25,61;4,25;4,25;
-90;FlexPowerplant2;KARLSRUHE WEST 2;EnergySupplyMustRun;-101,75;25,61;3,25;3,25;
-90;FlexPowerplant2;KARLSRUHE WEST 1;EnergySupplyMustRun;-101,75;25,61;3,25;3,25;
-90;FlexPowerplant2;SCHOLVEN C;EnergySupplyMustRun;-100,41;25,61;37;37;
-90;FlexPowerplant2;SCHOLVEN E;EnergySupplyMustRun;-100,41;25,61;37;37;
-90;FlexPowerplant2;SCHOLVEN D;EnergySupplyMustRun;-100,41;25,61;37;37;
-90;FlexPowerplant2;LUNEN-2 NO 1;EnergySupplyMustRun;-100,41;25,61;35;35;
-90;FlexPowerplant2;FARGE 1;EnergySupplyMustRun;-100,41;25,61;35;35;
-90;FlexPowerplant2;WESTFALEN-C;EnergySupplyMustRun;-100,41;25,61;32;32;
-90;FlexPowerplant2;GKM 4;EnergySupplyMustRun;-100,41;25,61;22;22;
-90;FlexPowerplant2;SHAMROCK 3;EnergySupplyMustRun;-100,04;25,61;3,5;3,5;
-90;FlexPowerplant2;KIEL-A;EnergySupplyMustRun;-100;25,61;35,5;35,5;
-90;FlexPowerplant2;WALHEIM 2;EnergySupplyMustRun;-99,99;25,61;10,25;10,25;
-90;FlexPowerplant2;SHAMROCK 4;EnergySupplyMustRun;-99,94;25,61;3,5;3,5;
-90;FlexPowerplant2;SCHOLVEN B;EnergySupplyMustRun;-99,29;25,61;37;37;
-90;FlexPowerplant2;HERNE 3;EnergySupplyMustRun;-99,29;25,61;30;30;
-90;FlexPowerplant2;BREMEN-HAFEN 5;EnergySupplyMustRun;-99,29;25,61;14;14;
-90;FlexPowerplant2;HEILBRONN 6;EnergySupplyMustRun;-99,29;25,61;12,5;12,5;
-90;FlexPowerplant2;HOECHST 3;EnergySupplyMustRun;-98,66;25,61;6,5;6,5;
-90;FlexPowerplant2;SHAMROCK 2;EnergySupplyMustRun;-98,18;25,61;2,75;2,75;
-90;FlexPowerplant2;WALHEIM 1;EnergySupplyMustRun;-98,11;25,61;16;16;
-90;FlexPowerplant2;HERNE 2;EnergySupplyMustRun;-98,11;25,61;15;15;
-90;FlexPowerplant2;HEILBRONN 5;EnergySupplyMustRun;-98,11;25,61;12,5;12,5;
-90;FlexPowerplant2;WEDEL 1 NEW;EnergySupplyMustRun;-97,33;25,61;15,25;15,25;
-90;FlexPowerplant2;LUNEN-1 NO 6;EnergySupplyMustRun;-96,86;25,61;15;15;
-90;FlexPowerplant2;HOECHST 2;EnergySupplyMustRun;-96,75;25,61;1,75;1,75;
-90;FlexPowerplant2;SHAMROCK 1;EnergySupplyMustRun;-96,62;25,61;2,75;2,75;
-90;FlexPowerplant2;WEDEL 2 NEW;EnergySupplyMustRun;-96,33;25,61;13,75;13,75;
-90;FlexPowerplant2;WACHTBERG 1;EnergySupplyMustRun;-93,99;25,61;9;9;
-90;FlexPowerplant2;BIELEFELD 4;EnergySupplyMustRun;-92,33;25,61;2,5;2,5;
-90;FlexPowerplant2;MAINZ-II GT 1R;EnergySupplyMustRun;-91,97;25,61;7;7;
-90;FlexPowerplant2;GTKW DARMSTADT GT 1;EnergySupplyMustRun;-88,29;25,61;3,5;3,5;
-90;FlexPowerplant2;GTKW DARMSTADT GT 2;EnergySupplyMustRun;-88,29;25,61;3,5;3,5;
-90;FlexPowerplant2;BIELEFELD 3;EnergySupplyMustRun;-88,19;25,61;1,75;1,75;
-90;FlexPowerplant2;BIELEFELD 2;EnergySupplyMustRun;-86,53;25,61;1,25;1,25;
-90;FlexPowerplant2;LEUNA REFINERY S2;EnergySupplyMustRun;-83,37;25,61;2,75;2,75;
-90;FlexPowerplant2;AUGSBURG OST GT 1;EnergySupplyMustRun;-81,74;25,61;2,25;2,25;
-90;FlexPowerplant2;AHRENSFELDE GT F4;EnergySupplyMustRun;-81,02;25,61;2,75;2,75;
-90;FlexPowerplant2;LEUNA REFINERY S3;EnergySupplyMustRun;-80,1;25,61;2,5;2,5;
-90;FlexPowerplant2;IRSCHING-5;EnergySupplyMustRun;-78,31;25,61;43;43;
-90;FlexPowerplant2;THYROW GT E7;EnergySupplyMustRun;-77,87;25,61;2,75;2,75;
-90;FlexPowerplant2;THYROW GT E6;EnergySupplyMustRun;-77,87;25,61;2,75;2,75;
-90;FlexPowerplant2;THYROW GT E5;EnergySupplyMustRun;-77,87;25,61;2,75;2,75;
-90;FlexPowerplant2;AHRENSFELDE GT F1;EnergySupplyMustRun;-77,87;25,61;2,75;2,75;
-90;FlexPowerplant2;THYROW GT E8;EnergySupplyMustRun;-77,87;25,61;2,75;2,75;
-90;FlexPowerplant2;AHRENSFELDE GT F2;EnergySupplyMustRun;-77,87;25,61;2,75;2,75;
-90;FlexPowerplant2;EMSLAND LINGEN-D;EnergySupplyMustRun;-77,78;25,61;42,5;42,5;
-90;FlexPowerplant2;IRSCHING-4 CCGT;EnergySupplyMustRun;-77,56;25,61;28,25;28,25;
-90;FlexPowerplant2;AHRENSFELDE GT F3;EnergySupplyMustRun;-77,5;25,61;2,75;2,75;
-90;FlexPowerplant2;MAINZ-III CC;EnergySupplyMustRun;-77,19;25,61;19,75;19,75;
-90;FlexPowerplant2;ROMERBRUCKE;EnergySupplyMustRun;-76,47;25,61;3;3;
-90;FlexPowerplant2;MITTELSBUREN CC 1;EnergySupplyMustRun;-76,46;25,61;22,25;22,25;
-90;FlexPowerplant2;WOLFEN ENVIA GT 1;EnergySupplyMustRun;-76,43;25,61;3;3;
-90;FlexPowerplant2;HKW WEST GT 1;EnergySupplyMustRun;-76,17;25,61;7,25;7,25;
-90;FlexPowerplant2;LEUNA REFINERY S1;EnergySupplyMustRun;-76,1;25,61;2,25;2,25;
-90;FlexPowerplant2;HAMM-UENTROP CC 1;EnergySupplyMustRun;-75,89;25,61;20;20;
-90;FlexPowerplant2;HAMM-UENTROP CC 2;EnergySupplyMustRun;-75,89;25,61;20;20;
-90;FlexPowerplant2;HKW NORD KARLSTRASSE CC;EnergySupplyMustRun;-75,32;25,61;4,75;4,75;
-90;FlexPowerplant2;TIEFSTACK ERSATZ CC;EnergySupplyMustRun;-74,59;25,61;7,75;7,75;
-90;FlexPowerplant2;LEUNA REFINERY CC;EnergySupplyMustRun;-74,2;25,61;6,5;6,5;
-90;FlexPowerplant2;LUDWIGSHAFEN KW SUD;EnergySupplyMustRun;-74,14;25,61;16,25;16,25;
-90;FlexPowerplant2;HKW SUD SAARBRUCKEN;EnergySupplyMustRun;-73,94;25,61;2;2;
-90;FlexPowerplant2;HERDECKE CUNO CC;EnergySupplyMustRun;-73,36;25,61;20,75;20,75;
-90;FlexPowerplant2;HOECHST BUSINESS PARK;EnergySupplyMustRun;-72,91;25,61;10;10;
-90;FlexPowerplant2;GERA NORD NEW-1;EnergySupplyMustRun;-72,64;25,61;1,75;1,75;
-90;FlexPowerplant2;GERA NORD NEW-2;EnergySupplyMustRun;-72,64;25,61;1,75;1,75;
-90;FlexPowerplant2;MUNCHEN SUD-7;EnergySupplyMustRun;-71,98;25,61;21,25;21,25;
-90;FlexPowerplant2;NIEHL-2;EnergySupplyMustRun;-71,64;25,61;20,25;20,25;
-90;FlexPowerplant2;DUISBURG-WANHEIM-B;EnergySupplyMustRun;-71,64;25,61;11,5;11,5;
-90;FlexPowerplant2;HAFEN MUNSTER CC;EnergySupplyMustRun;-71,64;25,61;5;5;
-90;FlexPowerplant2;LAUSWARD A CC;EnergySupplyMustRun;-71,64;25,61;4,5;4,5;
-90;FlexPowerplant2;HKW NIEDERRAD-2;EnergySupplyMustRun;-71,64;25,61;3,75;3,75;
-90;FlexPowerplant2;ERLANGEN CC;EnergySupplyMustRun;-71,64;25,61;1,5;1,5;
-90;FlexPowerplant2;GKH LINDEN CC;EnergySupplyMustRun;-71,53;25,61;12;12;
-90;FlexPowerplant2;ALTBACH-II GT 1;EnergySupplyMustRun;-71,43;25,61;5;5;
-90;FlexPowerplant2;ROSTOCK-MARIENEHE CC-1;EnergySupplyMustRun;-71,19;25,61;1,75;1,75;
-90;FlexPowerplant2;ROSTOCK-MARIENEHE CC-3;EnergySupplyMustRun;-71,19;25,61;1,75;1,75;
-90;FlexPowerplant2;ROSTOCK-MARIENEHE CC-2;EnergySupplyMustRun;-71,19;25,61;1,75;1,75;
-90;FlexPowerplant2;ERFURT-OST;EnergySupplyMustRun;-69,47;25,61;5,75;5,75;
-90;FlexPowerplant2;DORMAGEN RWE;EnergySupplyMustRun;-69,37;25,61;29;29;
-90;FlexPowerplant2;THYROW GT E4;EnergySupplyMustRun;-69,08;25,61;2,75;2,75;
-90;FlexPowerplant2;THYROW GT E3;EnergySupplyMustRun;-69,08;25,61;2,75;2,75;
-90;FlexPowerplant2;THYROW GT E2;EnergySupplyMustRun;-69,08;25,61;2,75;2,75;
-90;FlexPowerplant2;THYROW GT E1;EnergySupplyMustRun;-69,08;25,61;2,75;2,75;
-90;FlexPowerplant2;SANDREUTH 2;EnergySupplyMustRun;-68,95;25,61;3,75;3,75;
-90;FlexPowerplant2;SANDREUTH 1;EnergySupplyMustRun;-68,95;25,61;3,75;3,75;
-90;FlexPowerplant2;BARMEN-I 1RP;EnergySupplyMustRun;-68,42;25,61;4,5;4,5;
-90;FlexPowerplant2;CHEMNITZ NORD-II NO 1;EnergySupplyMustRun;-68,26;25,61;5;5;
-90;FlexPowerplant2;DIESELSTRASSE CC-2;EnergySupplyMustRun;-68,02;25,61;2;2;
-90;FlexPowerplant2;DIESELSTRASSE CC-1;EnergySupplyMustRun;-68,02;25,61;2;2;
-90;FlexPowerplant2;HALLE-TROTHA;EnergySupplyMustRun;-67,01;25,61;2,75;2,75;
-90;FlexPowerplant2;MERKENICH (NORD) CC;EnergySupplyMustRun;-66,8;25,61;5,5;5,5;
-90;FlexPowerplant2;BRANDENBURG HAVEL GT 2;EnergySupplyMustRun;-66,1;25,61;1,5;1,5;
-90;FlexPowerplant2;BRANDENBURG HAVEL GT 1;EnergySupplyMustRun;-66,1;25,61;1,5;1,5;
-90;FlexPowerplant2;CHEMNITZ NORD-II NO 3;EnergySupplyMustRun;-65,69;25,61;16;16;
-90;FlexPowerplant2;CHEMNITZ NORD-II NO 2;EnergySupplyMustRun;-65,65;25,61;14,25;14,25;
-90;FlexPowerplant2;BITTERFELD ENVIA;EnergySupplyMustRun;-65,54;25,61;5,75;5,75;
-90;FlexPowerplant2;KLINGENBERG 5;EnergySupplyMustRun;-65,32;25,61;12,75;12,75;
-90;FlexPowerplant2;KLINGENBERG 6;EnergySupplyMustRun;-65,32;25,61;12,75;12,75;
-90;FlexPowerplant2;GOLDENBERG K;EnergySupplyMustRun;-65,24;25,61;36,25;36,25;
-90;FlexPowerplant2;WERNE (GERSTEIN K) GT 1;EnergySupplyMustRun;-64,91;25,61;8,5;8,5;
-90;FlexPowerplant2;NIEDERAUSSEM G;EnergySupplyMustRun;-64,87;25,61;131,75;131,75;
-90;FlexPowerplant2;RDK (KARLSRUHE) 4RP;EnergySupplyMustRun;-64,83;25,61;19;19;
-90;FlexPowerplant2;MITTE BERLIN CC;EnergySupplyMustRun;-64,57;25,61;19,25;19,25;
-90;FlexPowerplant2;NIEDERAUSSEM H;EnergySupplyMustRun;-64,52;25,61;131,75;131,75;
-90;FlexPowerplant2;BOXBERG P;EnergySupplyMustRun;-64,4;25,61;106,25;106,25;
-90;FlexPowerplant2;MITSUBISHI HITEC;EnergySupplyMustRun;-64,39;25,61;2;2;
-90;FlexPowerplant2;NEUBRANDENBURG GUD;EnergySupplyMustRun;-64,35;25,61;3,75;3,75;
-90;FlexPowerplant2;KLINGENBERG 4;EnergySupplyMustRun;-64,28;25,61;12,75;12,75;
-90;FlexPowerplant2;WEISWEILER H;EnergySupplyMustRun;-63,91;25,61;127,5;127,5;
-90;FlexPowerplant2;NEURATH D;EnergySupplyMustRun;-63,91;25,61;127,5;127,5;
-90;FlexPowerplant2;NEURATH E;EnergySupplyMustRun;-63,84;25,61;127,5;127,5;
-90;FlexPowerplant2;BOXBERG N;EnergySupplyMustRun;-63,78;25,61;106,25;106,25;
-90;FlexPowerplant2;FLENSBURG 12;EnergySupplyMustRun;-63,66;25,61;3,75;3,75;
-90;FlexPowerplant2;NEURATH C;EnergySupplyMustRun;-63,33;25,61;63,75;63,75;
-90;FlexPowerplant2;NEURATH A;EnergySupplyMustRun;-63,33;25,61;63,75;63,75;
-90;FlexPowerplant2;NEURATH B;EnergySupplyMustRun;-63,33;25,61;63,75;63,75;
-90;FlexPowerplant2;WEISWEILER G;EnergySupplyMustRun;-63,26;25,61;127,5;127,5;
-90;FlexPowerplant2;HEIZKRAFTWERK POTSDAM SUD;EnergySupplyMustRun;-63,05;25,61;4;4;
-90;FlexPowerplant2;JENA SUD;EnergySupplyMustRun;-62,91;25,61;9,75;9,75;
-90;FlexPowerplant2;NIEDERAUSSEM F;EnergySupplyMustRun;-62,72;25,61;68;68;
